@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2}

@data
1821,'2018/08/22 10:57:17:733',6,-3947581,-4671304,-4605511,-4144960,-4539718,-4342339,-4013374,-4802890,-4408132,-4473925,-4671304,-4013374,-4671304,-4539718,-4408132,-4539718,-4473925,-4342339,-4539718,-4539718,-4605511,-4144960,-4868683,-4276546,-4473925,-5131855,-5263441,-4473925,-4737097,-4737097,-4408132,-4737097,-4539718,-4473925,-5789785,-5658199,-5789785,-5197648,-4868683,-4802890,-4539718,-4802890,-4210753,-6184543,-8026747,-6908266,-6908266,-5526613,-4802890,-4802890,-4342339,-4671304,-4802890,-7631989,-8947849,-9211021,-8947849,-5131855,-4934476,-4934476,-4276546,-4671304,-5197648,-7368817,-8026747,-9474193,-8421505,-4802890,-5000269,-5066062,-4868683,-4605511,-4737097,-6447715,-6776680,-7434610,-5592406,-4868683,-4868683,-4934476,-4802890,-4868683,-5066062,-5395027,-5592406,-5460820,-5066062,-4737097,-5000269,-5066062,-4934476,-4868683,-4868683,-5000269,-5131855,-5197648,-5066062,-4868683,-5000269,-5066062,2
1822,'2018/08/22 10:57:17:749',6,-4802890,-4342339,-4473925,-4802890,-4473925,-4934476,-4671304,-4671304,-4605511,-4605511,-4671304,-4671304,-4539718,-4802890,-4868683,-4868683,-4737097,-4737097,-4737097,-4737097,-4802890,-5131855,-4737097,-5395027,-5921371,-5592406,-5460820,-5066062,-4802890,-4802890,-4737097,-4934476,-4539718,-6513508,-7039852,-7105645,-6513508,-5066062,-4802890,-4802890,-4934476,-4868683,-4868683,-8289919,-8553091,-9079435,-7763575,-5197648,-4934476,-5000269,-5131855,-5000269,-5460820,-8882056,-9145228,-9671572,-7895161,-5197648,-5000269,-5000269,-4868683,-4868683,-5395027,-7039852,-7763575,-7631989,-6184543,-4737097,-5000269,-5000269,-5131855,-5263441,-5592406,-5395027,-6579301,-5855578,-4934476,-4868683,-5197648,-5197648,-5263441,-5263441,-5329234,-5263441,-5197648,-5131855,-5197648,-5197648,-5329234,-5329234,-5395027,-5395027,-5460820,-5395027,-5329234,-5263441,-5263441,-5329234,-5329234,-5329234,2
1823,'2018/08/22 10:57:17:771',6,-4539718,-4737097,-4934476,-4802890,-5066062,-4671304,-5131855,-4539718,-4802890,-4934476,-5000269,-5000269,-4605511,-4671304,-5131855,-4868683,-5066062,-5066062,-4934476,-4934476,-4802890,-5197648,-5000269,-5855578,-6250336,-5921371,-5592406,-5592406,-4934476,-4868683,-4868683,-5197648,-5658199,-7039852,-7105645,-7368817,-6974059,-6184543,-5131855,-5066062,-5066062,-5329234,-6776680,-9013642,-9211021,-10000537,-9276814,-6710887,-5329234,-5263441,-5526613,-5263441,-6513508,-8421505,-8750470,-9539986,-8618884,-5197648,-5329234,-5329234,-13882324,-12961222,-12237499,-11645362,-10987432,-10724260,-10066330,-7829368,-6776680,-6842473,-12040120,-12434878,-12632257,-12434878,-12895429,-12632257,-13027015,-12500671,-12763843,-12829636,-5329234,-5263441,-5329234,-5723992,-6184543,-6710887,-7303024,-7697782,-8487298,-8947849,-5921371,-5855578,-5789785,-5855578,-5789785,-5658199,-5592406,-5658199,-5395027,-5658199,2
1824,'2018/08/22 10:57:17:783',6,-4868683,-5000269,-4934476,-5000269,-5263441,-5131855,-4934476,-5000269,-5000269,-4934476,-5197648,-5131855,-4934476,-4934476,-5197648,-5263441,-5263441,-5395027,-5131855,-5066062,-5329234,-5263441,-5263441,-5395027,-5723992,-5789785,-5526613,-5329234,-5263441,-5131855,-5723992,-5658199,-5855578,-6250336,-6579301,-6974059,-7039852,-6842473,-5855578,-5526613,-13948117,-13487566,-12829636,-11645362,-10329502,-9934744,-10197916,-10263709,-8882056,-8553091,-12237499,-12303292,-12434878,-11711155,-10592674,-10790053,-11776948,-12105913,-12829636,-12763843,-6908266,-7303024,-8553091,-9539986,-9934744,-10921639,-11711155,-11382190,-11316397,-11250604,-5855578,-5460820,-6118750,-7237231,-7895161,-8421505,-7829368,-6118750,-5526613,-5395027,-5855578,-5855578,-6052957,-6447715,-6776680,-6710887,-6250336,-5789785,-5723992,-5592406,-5921371,-5855578,-5921371,-5987164,-6118750,-6118750,-5921371,-5723992,-5723992,-5592406,2
1825,'2018/08/22 10:57:17:800',6,-5789785,-5460820,-5658199,-5460820,-5329234,-5658199,-5526613,-5131855,-5395027,-5329234,-13027015,-13290187,-13290187,-12895429,-12763843,-12434878,-11974327,-12105913,-10592674,-10395295,-11119018,-11842741,-11908534,-11908534,-12303292,-12040120,-11842741,-12500671,-12763843,-12763843,-5395027,-5658199,-5658199,-6316129,-6974059,-7039852,-7105645,-7171438,-7171438,-7303024,-5921371,-5526613,-5987164,-7631989,-8421505,-8816263,-8816263,-7434610,-5723992,-5592406,-5921371,-5658199,-6645094,-9079435,-10263709,-10855846,-10790053,-8355712,-5987164,-5921371,-5526613,-5658199,-6118750,-8026747,-9079435,-9474193,-9211021,-6776680,-5526613,-5592406,-5723992,-6184543,-5789785,-6710887,-7566196,-7697782,-7500403,-5723992,-5987164,-5855578,-5855578,-5921371,-5987164,-5987164,-6052957,-6184543,-6118750,-5987164,-5921371,-5921371,-5921371,-5987164,-5987164,-5921371,-5921371,-6052957,-6184543,-6118750,-6184543,-6184543,2
1826,'2018/08/22 10:57:17:815',6,-5855578,-5329234,-5789785,-5987164,-5592406,-5723992,-5855578,-5789785,-5723992,-5658199,-5921371,-5789785,-6184543,-5921371,-5921371,-6052957,-5526613,-5658199,-5789785,-5723992,-5460820,-5723992,-5987164,-5921371,-6579301,-6908266,-6184543,-6316129,-5789785,-5658199,-5921371,-5987164,-5987164,-6974059,-7763575,-7763575,-7500403,-6776680,-5987164,-5723992,-6052957,-5987164,-6184543,-8816263,-9671572,-9342607,-9868951,-7895161,-6316129,-6052957,-5789785,-5789785,-6579301,-10000537,-10921639,-10724260,-11447983,-8816263,-6381922,-6184543,-6052957,-6184543,-7237231,-9342607,-10132123,-10329502,-10066330,-7697782,-6184543,-6052957,-5658199,-5987164,-7105645,-7829368,-8684677,-9474193,-8421505,-6842473,-6118750,-6118750,-5987164,-6118750,-6513508,-7105645,-7500403,-7434610,-6842473,-6316129,-6250336,-6250336,-5987164,-5855578,-5789785,-5855578,-6052957,-6250336,-6250336,-6184543,-6250336,-6250336,2
1827,'2018/08/22 10:57:17:832',6,-6579301,-6776680,-6776680,-6710887,-6710887,-6645094,-6710887,-6908266,-6776680,-6842473,-6513508,-6579301,-6710887,-6842473,-6776680,-6776680,-6710887,-6710887,-6842473,-6842473,-6842473,-6579301,-6776680,-6974059,-6710887,-6842473,-6974059,-6645094,-6974059,-6908266,-7105645,-6645094,-6842473,-6908266,-6447715,-6645094,-7039852,-6710887,-6908266,-6908266,-6908266,-6579301,-6842473,-6974059,-6447715,-6645094,-7105645,-6842473,-6776680,-6776680,-6710887,-6645094,-7039852,-7303024,-7105645,-7171438,-7303024,-7039852,-6842473,-6908266,-6842473,-6842473,-7039852,-7368817,-7566196,-7631989,-7368817,-7039852,-6908266,-6908266,-7039852,-6974059,-6776680,-7039852,-7566196,-7631989,-7171438,-6908266,-6776680,-6776680,-7039852,-6974059,-7039852,-6974059,-6842473,-7039852,-7171438,-6974059,-6974059,-6974059,-6974059,-6908266,-6974059,-6974059,-6776680,-6974059,-7105645,-6908266,-6974059,-6974059,2
1828,'2018/08/22 10:57:17:848',6,-5987164,-5789785,-6118750,-5789785,-5460820,-6447715,-5658199,-5658199,-5855578,-5855578,-6184543,-5658199,-6118750,-6250336,-5723992,-6381922,-6316129,-5987164,-5921371,-5921371,-6052957,-5789785,-5723992,-6184543,-6776680,-6908266,-7171438,-6645094,-6118750,-6118750,-5855578,-6316129,-5592406,-6381922,-8816263,-8816263,-8750470,-7763575,-6052957,-6052957,-5855578,-6118750,-5921371,-7566196,-10329502,-11053225,-10855846,-8224126,-6316129,-6250336,-5395027,-5000269,-5789785,-8026747,-9737365,-11053225,-10987432,-7039852,-6052957,-6052957,-6645094,-6645094,-7105645,-8750470,-9671572,-10790053,-10197916,-7368817,-6908266,-6842473,-6710887,-7697782,-6908266,-7434610,-8618884,-9013642,-7631989,-6908266,-6776680,-6776680,-6908266,-6776680,-6908266,-7237231,-7368817,-7171438,-7039852,-7039852,-7039852,-7171438,-7171438,-6974059,-6908266,-7171438,-7237231,-7039852,-6908266,-6974059,-6974059,-7039852,2
1829,'2018/08/22 10:57:17:865',6,-6908266,-6710887,-6842473,-6974059,-6776680,-6974059,-7368817,-7105645,-6842473,-6908266,-6908266,-7039852,-6974059,-7039852,-7105645,-7434610,-7697782,-7171438,-6908266,-6908266,-7105645,-7434610,-7171438,-7303024,-7829368,-8289919,-8355712,-7566196,-7237231,-7171438,-7303024,-7500403,-7171438,-7960954,-8882056,-9211021,-9211021,-8289919,-7368817,-7171438,-7566196,-7434610,-7303024,-8947849,-10132123,-10197916,-10263709,-9211021,-7763575,-7500403,-8026747,-7631989,-7697782,-10066330,-11316397,-11250604,-11382190,-10000537,-7895161,-7566196,-8092540,-7697782,-8158333,-10790053,-11842741,-11908534,-12171706,-10132123,-7763575,-7368817,-7829368,-7566196,-8158333,-10855846,-11711155,-11908534,-12303292,-9671572,-8421505,-8026747,-8289919,-8355712,-9276814,-10329502,-11382190,-11711155,-11316397,-9013642,-8026747,-8158333,-8289919,-8289919,-9079435,-10000537,-10987432,-11316397,-10921639,-8684677,-8158333,-8289919,2
1830,'2018/08/22 10:57:17:882',6,-6710887,-6645094,-6579301,-6710887,-6710887,-6645094,-6579301,-6645094,-6513508,-6645094,-6645094,-6645094,-6710887,-6776680,-6776680,-6710887,-6710887,-6908266,-6710887,-6776680,-6710887,-6776680,-6842473,-6908266,-6710887,-6579301,-6710887,-6974059,-6710887,-6776680,-6776680,-6842473,-6908266,-6842473,-6579301,-6381922,-6513508,-6776680,-6710887,-6710887,-6710887,-6776680,-6842473,-6842473,-6710887,-6579301,-6645094,-6842473,-6842473,-6842473,-6842473,-6842473,-6908266,-7105645,-7237231,-7237231,-7303024,-7368817,-6842473,-6776680,-7039852,-6842473,-6908266,-7237231,-7566196,-7631989,-7566196,-7434610,-6842473,-6776680,-6974059,-6710887,-6645094,-6974059,-7368817,-7434610,-7171438,-6908266,-7039852,-6908266,-6842473,-6974059,-6974059,-6974059,-7105645,-6908266,-6842473,-7105645,-6776680,-6776680,-6776680,-6908266,-6908266,-6974059,-7039852,-6842473,-6776680,-7039852,-6908266,-6908266,2
1831,'2018/08/22 10:57:17:899',6,-14277082,-14277082,-15724528,-16053493,-15527149,-13027015,-12698050,-12105913,-12237499,-12171706,-14606047,-14277082,-15329770,-15527149,-15263977,-13290187,-12961222,-12369085,-12434878,-12369085,-14671840,-15198184,-14671840,-14474461,-16250872,-13619152,-11184811,-11513776,-12369085,-12369085,-14935012,-15527149,-14408668,-13948117,-15921907,-12961222,-9803158,-10921639,-12632257,-12632257,-15856114,-14474461,-13948117,-13684945,-13619152,-11974327,-10987432,-11908534,-12500671,-12566464,-16514044,-13948117,-12961222,-12763843,-13027015,-12763843,-12171706,-12632257,-12434878,-12434878,-16514044,-14342875,-13027015,-12698050,-13948117,-14606047,-13158601,-12698050,-12829636,-12829636,-16579837,-14408668,-14277082,-14013910,-14079703,-15527149,-14671840,-13158601,-12698050,-12632257,-16316665,-15395563,-14540254,-14606047,-15658735,-15461356,-15658735,-12829636,-12829636,-12895429,-16579837,-15658735,-14869219,-14869219,-15921907,-15658735,-15921907,-13158601,-12829636,-12895429,2
1832,'2018/08/22 10:57:17:916',6,-12566464,-12961222,-12171706,-11776948,-12237499,-11908534,-11513776,-11513776,-11250604,-10987432,-12698050,-12237499,-12369085,-12303292,-11842741,-12105913,-12040120,-11316397,-11184811,-10987432,-12698050,-12237499,-12303292,-12237499,-12369085,-11711155,-10329502,-10461088,-11184811,-11053225,-12698050,-12434878,-12698050,-12237499,-11645362,-9868951,-8224126,-9868951,-11316397,-11316397,-12895429,-12171706,-12829636,-11513776,-9145228,-8289919,-8618884,-10395295,-11447983,-11447983,-12961222,-12303292,-11316397,-9145228,-8158333,-9079435,-10197916,-11513776,-11579569,-11447983,-13158601,-12500671,-10000537,-8421505,-9737365,-11119018,-11447983,-12040120,-11711155,-11513776,-13619152,-12040120,-10461088,-10461088,-11184811,-11974327,-12434878,-11974327,-11908534,-11645362,-14145496,-12434878,-11974327,-12040120,-12171706,-12434878,-12237499,-12040120,-11908534,-11776948,-14540254,-12829636,-12303292,-12369085,-12434878,-12698050,-12500671,-12237499,-11974327,-11776948,2
1833,'2018/08/22 10:57:17:932',6,-11711155,-11776948,-11513776,-11184811,-10921639,-10263709,-9605779,-9408400,-8684677,-8158333,-11579569,-11908534,-11645362,-10855846,-10790053,-10790053,-9671572,-8882056,-8618884,-8092540,-12105913,-11447983,-11579569,-11382190,-10921639,-9605779,-7829368,-7763575,-8750470,-8289919,-12303292,-11513776,-11711155,-11053225,-9408400,-7368817,-6447715,-8026747,-9013642,-8553091,-11842741,-11974327,-11250604,-8816263,-7105645,-7171438,-8026747,-9539986,-9145228,-8750470,-12105913,-11711155,-9605779,-7434610,-7566196,-9145228,-10066330,-9803158,-9079435,-8750470,-12369085,-11579569,-9342607,-8947849,-9934744,-10526881,-10592674,-9539986,-9145228,-8816263,-11908534,-12303292,-11053225,-11184811,-11184811,-10461088,-10790053,-10000537,-9276814,-8947849,-12434878,-12303292,-11908534,-11513776,-11382190,-11250604,-10724260,-10197916,-9342607,-9211021,-12500671,-12369085,-11974327,-11579569,-11447983,-11250604,-10790053,-10263709,-9408400,-9276814,2
1834,'2018/08/22 10:57:17:948',6,-10263709,-9737365,-8618884,-8750470,-7763575,-6908266,-6184543,-5987164,-5592406,-5263441,-10132123,-9803158,-8816263,-8553091,-7763575,-7039852,-6513508,-6118750,-5658199,-5329234,-10197916,-9803158,-9145228,-8816263,-8289919,-6842473,-6118750,-5460820,-5658199,-5329234,-10461088,-9868951,-9408400,-8750470,-7763575,-5723992,-5460820,-5460820,-5723992,-5395027,-10526881,-10000537,-8947849,-7500403,-6447715,-5329234,-6118750,-6513508,-5723992,-5395027,-10461088,-9737365,-8026747,-6579301,-6645094,-7105645,-7368817,-6513508,-5789785,-5460820,-10461088,-9803158,-8224126,-7895161,-8158333,-8487298,-7566196,-5987164,-5921371,-5526613,-10526881,-10395295,-9605779,-9934744,-8947849,-7829368,-6776680,-6316129,-5987164,-5592406,-10658467,-10526881,-10000537,-9013642,-8684677,-7960954,-6645094,-6381922,-5855578,-5658199,-10724260,-10592674,-10000537,-9079435,-8750470,-8026747,-6645094,-6447715,-5921371,-5723992,2
1835,'2018/08/22 10:57:17:965',6,-6250336,-6250336,-5921371,-5460820,-5197648,-5000269,-4539718,-4013374,-4013374,-3684409,-6579301,-6184543,-5789785,-5526613,-5263441,-4868683,-4408132,-4079167,-3815995,-3487030,-6184543,-5855578,-5658199,-5592406,-5263441,-4605511,-4210753,-4210753,-3881788,-3487030,-6579301,-6250336,-5855578,-5329234,-4671304,-4079167,-3881788,-4013374,-4013374,-3684409,-6710887,-6184543,-5395027,-4671304,-4473925,-4737097,-4934476,-4934476,-4144960,-3750202,-6250336,-5855578,-5197648,-4934476,-5460820,-5987164,-5789785,-5131855,-4079167,-3684409,-6513508,-6250336,-6052957,-5987164,-6052957,-5723992,-4934476,-4144960,-4079167,-3684409,-6381922,-6316129,-6316129,-6316129,-5789785,-5000269,-4539718,-4473925,-4210753,-3815995,-6842473,-6316129,-6052957,-5592406,-5329234,-5197648,-4605511,-4473925,-3815995,-3684409,-6842473,-6316129,-6052957,-5592406,-5329234,-5197648,-4605511,-4473925,-4144960,-3947581,2
1836,'2018/08/22 10:57:17:982',6,-4868683,-4868683,-4539718,-3881788,-3421237,-3355444,-3223858,-2960686,-2894893,-2763307,-4934476,-4605511,-4210753,-3815995,-3552823,-3289651,-3223858,-3223858,-2697514,-2631721,-4934476,-4539718,-4144960,-3947581,-3552823,-3026479,-2894893,-3092272,-2894893,-2829100,-4934476,-4473925,-4013374,-3750202,-3421237,-3092272,-3092272,-3355444,-2763307,-2763307,-4934476,-4342339,-3684409,-3487030,-3750202,-4079167,-4079167,-3881788,-2894893,-2763307,-4802890,-4276546,-3881788,-4144960,-4802890,-5000269,-4144960,-3223858,-3026479,-2960686,-4737097,-4473925,-4473925,-4802890,-4934476,-4276546,-3289651,-2565928,-2763307,-2697514,-4934476,-4671304,-4671304,-4605511,-3881788,-2894893,-2631721,-3026479,-2763307,-2763307,-4737097,-4473925,-4210753,-3947581,-3618616,-3289651,-3092272,-3092272,-2763307,-2763307,-4802890,-4539718,-4210753,-3947581,-3618616,-3289651,-3158065,-3158065,-2829100,-2829100,2
1837,'2018/08/22 10:57:17:998',6,-3552823,-3487030,-3223858,-3026479,-2960686,-2960686,-2960686,-2829100,-2894893,-2960686,-3487030,-3223858,-2960686,-2960686,-2960686,-2894893,-2960686,-3026479,-3026479,-3026479,-3289651,-3158065,-3092272,-3092272,-2960686,-2697514,-2697514,-2960686,-3223858,-3223858,-3355444,-3223858,-3026479,-2829100,-2697514,-2829100,-3223858,-3552823,-2894893,-2829100,-3421237,-3092272,-2565928,-2434342,-2960686,-3881788,-4276546,-4210753,-3223858,-3223858,-3223858,-2894893,-2631721,-3092272,-4079167,-4671304,-4276546,-3487030,-2631721,-2631721,-3158065,-2960686,-3223858,-4013374,-4473925,-4013374,-3158065,-2500135,-2565928,-2565928,-3355444,-3158065,-3487030,-4079167,-3684409,-2631721,-2302756,-2763307,-2631721,-2631721,-3158065,-2894893,-3026479,-2829100,-2500135,-2763307,-2960686,-2500135,-2631721,-2697514,-3158065,-2894893,-2960686,-2829100,-2500135,-2763307,-2960686,-2500135,-2500135,-2565928,2
1838,'2018/08/22 10:57:18:015',6,-3223858,-3355444,-3421237,-3355444,-3487030,-3684409,-3750202,-3684409,-4079167,-4144960,-2960686,-3092272,-3223858,-3223858,-3158065,-3355444,-3750202,-4144960,-4079167,-4144960,-3026479,-3026479,-3092272,-3223858,-3355444,-3355444,-3552823,-3750202,-3815995,-3881788,-2894893,-2960686,-3026479,-3026479,-3223858,-3487030,-3684409,-3750202,-4013374,-4013374,-2434342,-2829100,-3026479,-2894893,-3158065,-3947581,-4539718,-4671304,-3947581,-3947581,-2631721,-2763307,-2960686,-3421237,-4276546,-4934476,-4868683,-4342339,-3552823,-3618616,-2894893,-2829100,-3158065,-3947581,-4605511,-4473925,-3815995,-3289651,-3552823,-3618616,-2631721,-2829100,-3421237,-3881788,-3421237,-2565928,-2565928,-3289651,-3223858,-3355444,-2434342,-2829100,-2631721,-2631721,-2829100,-2763307,-2960686,-2894893,-3289651,-3355444,-2434342,-2829100,-2565928,-2631721,-2829100,-2763307,-2960686,-2894893,-3289651,-3355444,2
1839,'2018/08/22 10:57:18:033',6,-4013374,-3947581,-4144960,-4539718,-4605511,-4539718,-4737097,-5197648,-5460820,-5592406,-4144960,-3947581,-3947581,-4210753,-4473925,-4605511,-4868683,-5197648,-5395027,-5526613,-3684409,-3881788,-4079167,-4210753,-4342339,-4473925,-4671304,-4802890,-5197648,-5329234,-3355444,-3750202,-4013374,-4079167,-4144960,-4408132,-4671304,-4868683,-5131855,-5329234,-3487030,-3552823,-3618616,-3815995,-4342339,-4934476,-5263441,-5395027,-5197648,-5329234,-3355444,-3223858,-3487030,-4276546,-5197648,-5658199,-5526613,-5197648,-5000269,-5131855,-3092272,-3223858,-3881788,-4802890,-5395027,-5263441,-4868683,-4605511,-4737097,-4934476,-3355444,-3618616,-4276546,-4671304,-4473925,-4079167,-4144960,-4539718,-4802890,-4934476,-3092272,-3026479,-3158065,-3421237,-3684409,-3881788,-4079167,-4342339,-4671304,-4737097,-3092272,-3026479,-3158065,-3421237,-3684409,-3881788,-4079167,-4276546,-4605511,-4671304,2
1840,'2018/08/22 10:57:18:050',6,-4671304,-5066062,-5329234,-5395027,-5526613,-5921371,-6118750,-6052957,-6513508,-6579301,-4802890,-4868683,-5066062,-5395027,-5723992,-5855578,-5987164,-6052957,-6316129,-6381922,-4802890,-4802890,-5000269,-5395027,-5526613,-5460820,-5658199,-6052957,-6250336,-6316129,-4473925,-4737097,-5000269,-5131855,-5000269,-5000269,-5460820,-6052957,-6250336,-6316129,-4276546,-4539718,-4802890,-4802890,-4934476,-5395027,-5921371,-6184543,-6250336,-6316129,-4408132,-4539718,-4671304,-4934476,-5592406,-6381922,-6645094,-6447715,-6118750,-6184543,-4408132,-4539718,-4934476,-5526613,-6184543,-6513508,-6513508,-6250336,-5987164,-6052957,-4079167,-4408132,-5131855,-5855578,-6052957,-5789785,-5658199,-5789785,-5921371,-5987164,-4013374,-4276546,-4605511,-4934476,-5066062,-5131855,-5395027,-5723992,-5789785,-5789785,-4079167,-4144960,-4408132,-4671304,-4868683,-5066062,-5329234,-5658199,-5789785,-5789785,2
1841,'2018/08/22 10:57:18:065',6,-6645094,-6710887,-6776680,-6710887,-6645094,-6579301,-6579301,-6645094,-6645094,-6645094,-6513508,-6447715,-6447715,-6645094,-6776680,-6776680,-6645094,-6447715,-6710887,-6710887,-6579301,-6645094,-6710887,-6710887,-6776680,-6710887,-6710887,-6710887,-6776680,-6776680,-6645094,-6908266,-7039852,-6776680,-6316129,-6250336,-6645094,-7039852,-6776680,-6776680,-6513508,-6842473,-7039852,-6776680,-6447715,-6381922,-6776680,-7171438,-6710887,-6710887,-6710887,-6842473,-7039852,-7237231,-7368817,-7434610,-7368817,-7368817,-6710887,-6710887,-6776680,-6908266,-7105645,-7434610,-7763575,-7763575,-7566196,-7303024,-6776680,-6776680,-6447715,-6645094,-6908266,-7105645,-7105645,-7039852,-6974059,-6908266,-6842473,-6842473,-6974059,-6842473,-6710887,-6776680,-6776680,-6710887,-6776680,-6842473,-7105645,-6908266,-6908266,-6776680,-6710887,-6776680,-6776680,-6776680,-6842473,-6908266,-7039852,-6908266,2
1842,'2018/08/22 10:57:18:082',6,-6118750,-6118750,-6316129,-6579301,-6645094,-6513508,-6579301,-6776680,-6513508,-6447715,-5855578,-6316129,-6513508,-6184543,-6184543,-6645094,-6908266,-6842473,-6645094,-6645094,-5921371,-6250336,-6447715,-6316129,-6513508,-6842473,-6710887,-6316129,-6710887,-6579301,-5921371,-5921371,-6118750,-6316129,-6316129,-6118750,-6118750,-6250336,-6710887,-6579301,-5592406,-5723992,-5855578,-5789785,-5592406,-5658199,-6316129,-7105645,-6776680,-6710887,-5526613,-5789785,-5789785,-5789785,-6316129,-7105645,-7368817,-7171438,-6645094,-6579301,-5592406,-5723992,-5855578,-6316129,-7171438,-7829368,-7434610,-6579301,-6513508,-6447715,-5329234,-5526613,-5987164,-6513508,-6645094,-6447715,-6316129,-6316129,-6513508,-6447715,-5263441,-5460820,-5658199,-5855578,-5987164,-6250336,-6316129,-6250336,-6381922,-6316129,-5197648,-5395027,-5592406,-5789785,-5987164,-6184543,-6250336,-6184543,-6381922,-6316129,2
1843,'2018/08/22 10:57:18:099',6,-6645094,-6842473,-6974059,-6908266,-6645094,-6381922,-6316129,-6316129,-6316129,-6316129,-6908266,-6710887,-6645094,-6710887,-6645094,-6447715,-6381922,-6381922,-6184543,-6184543,-6710887,-6579301,-6645094,-6842473,-6776680,-6447715,-6316129,-6381922,-6250336,-6250336,-6381922,-6579301,-6710887,-6579301,-6381922,-6316129,-6447715,-6579301,-6250336,-6250336,-6447715,-6579301,-6381922,-5987164,-6052957,-6645094,-6974059,-6908266,-6184543,-6250336,-6447715,-6447715,-6381922,-6381922,-6908266,-7434610,-7237231,-6645094,-6250336,-6250336,-6381922,-6316129,-6579301,-7039852,-7434610,-7368817,-6776680,-6316129,-6316129,-6316129,-6513508,-6316129,-6513508,-6974059,-6842473,-6316129,-6118750,-6447715,-6184543,-6184543,-6118750,-6316129,-6316129,-6316129,-6447715,-6381922,-6250336,-6447715,-6316129,-6316129,-6118750,-6316129,-6316129,-6316129,-6447715,-6381922,-6250336,-6447715,-6316129,-6316129,2
