@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2}

@data
1844,'2018/08/22 10:57:18:115',6,-6513508,-6316129,-6381922,-6381922,-6250336,-6250336,-6316129,-6118750,-6250336,-6250336,-6381922,-6184543,-6250336,-6250336,-6118750,-6316129,-6579301,-6579301,-6381922,-6381922,-6381922,-6316129,-6447715,-6579301,-6381922,-6381922,-6447715,-6316129,-6513508,-6513508,-6447715,-6316129,-6447715,-6579301,-6447715,-6447715,-6447715,-6184543,-6381922,-6381922,-6447715,-6184543,-6184543,-6447715,-6579301,-6842473,-6908266,-6710887,-6316129,-6316129,-6381922,-6316129,-6645094,-7105645,-7237231,-7303024,-7171438,-6710887,-6381922,-6381922,-6316129,-6447715,-6974059,-7368817,-7303024,-7105645,-6776680,-6316129,-6381922,-6381922,-6250336,-6250336,-6513508,-6579301,-6316129,-6316129,-6447715,-6381922,-6381922,-6381922,-6316129,-6316129,-6316129,-6381922,-6381922,-6381922,-6381922,-6381922,-6381922,-6381922,-6316129,-6316129,-6316129,-6316129,-6381922,-6381922,-6381922,-6381922,-6381922,-6381922,2
1845,'2018/08/22 10:57:18:132',6,-6381922,-6316129,-6250336,-6250336,-6316129,-6316129,-6316129,-6250336,-6579301,-6579301,-6250336,-6316129,-6447715,-6513508,-6513508,-6447715,-6447715,-6381922,-6381922,-6381922,-6250336,-6316129,-6447715,-6513508,-6513508,-6447715,-6447715,-6447715,-6447715,-6447715,-6316129,-6250336,-6250336,-6316129,-6447715,-6513508,-6447715,-6447715,-6513508,-6513508,-6381922,-6316129,-6381922,-6579301,-6908266,-6974059,-6776680,-6579301,-6447715,-6447715,-6316129,-6381922,-6645094,-7105645,-7434610,-7434610,-7105645,-6776680,-6447715,-6447715,-6184543,-6447715,-6776680,-7105645,-7171438,-7105645,-6842473,-6645094,-6447715,-6447715,-6184543,-6381922,-6579301,-6645094,-6513508,-6381922,-6381922,-6381922,-6381922,-6381922,-6184543,-6316129,-6447715,-6381922,-6381922,-6447715,-6447715,-6447715,-6250336,-6316129,-6184543,-6316129,-6447715,-6381922,-6381922,-6447715,-6447715,-6447715,-6513508,-6513508,2
1846,'2018/08/22 10:57:18:148',6,-6250336,-6381922,-6579301,-6513508,-6381922,-6381922,-6513508,-6710887,-6579301,-6579301,-6579301,-6381922,-6184543,-6250336,-6381922,-6579301,-6645094,-6645094,-6710887,-6710887,-6513508,-6447715,-6381922,-6513508,-6710887,-6776680,-6645094,-6513508,-6645094,-6710887,-6250336,-6447715,-6579301,-6579301,-6447715,-6381922,-6447715,-6513508,-6513508,-6579301,-6381922,-6381922,-6447715,-6381922,-6316129,-6381922,-6513508,-6710887,-6579301,-6645094,-6579301,-6579301,-6645094,-6974059,-7237231,-7303024,-6974059,-6645094,-6579301,-6645094,-6513508,-6579301,-6842473,-7237231,-7566196,-7434610,-6974059,-6513508,-6513508,-6513508,-6381922,-6447715,-6447715,-6447715,-6381922,-6381922,-6447715,-6513508,-6513508,-6513508,-6316129,-6381922,-6447715,-6316129,-6316129,-6381922,-6447715,-6447715,-6710887,-6776680,-6316129,-6381922,-6447715,-6316129,-6316129,-6381922,-6447715,-6447715,-6447715,-6513508,2
1847,'2018/08/22 10:57:18:165',6,-6447715,-6513508,-6710887,-6842473,-6842473,-6842473,-6710887,-6579301,-6908266,-6974059,-6579301,-6710887,-6776680,-6776680,-6710887,-6710887,-6842473,-6908266,-6908266,-6974059,-6316129,-6447715,-6645094,-6645094,-6579301,-6645094,-6776680,-6974059,-6710887,-6908266,-6381922,-6513508,-6776680,-6842473,-6842473,-6776680,-6776680,-6776680,-6776680,-6974059,-6447715,-6447715,-6579301,-6710887,-6776680,-6710887,-6513508,-6316129,-7039852,-7237231,-6381922,-6381922,-6447715,-6645094,-6908266,-7039852,-6974059,-6842473,-7039852,-7237231,-6579301,-6645094,-6842473,-7171438,-7500403,-7631989,-7566196,-7500403,-6842473,-6974059,-6184543,-6447715,-6842473,-7105645,-7171438,-7039852,-6842473,-6710887,-6710887,-6908266,-6316129,-6447715,-6316129,-6579301,-6447715,-6776680,-6710887,-6842473,-6710887,-6908266,-6316129,-6447715,-6316129,-6579301,-6447715,-6776680,-6710887,-6842473,-6974059,-7171438,2
1848,'2018/08/22 10:57:18:182',6,-6974059,-6842473,-6776680,-6908266,-6974059,-6974059,-7039852,-7171438,-7303024,-7303024,-6710887,-6645094,-6842473,-7105645,-7171438,-7105645,-7039852,-7105645,-7237231,-7303024,-6710887,-6710887,-6842473,-7039852,-7105645,-7039852,-6974059,-6974059,-7237231,-7237231,-6908266,-6842473,-6776680,-6776680,-6710887,-6645094,-6645094,-6710887,-7237231,-7237231,-6842473,-6842473,-6842473,-6710887,-6645094,-6645094,-6710887,-6776680,-7171438,-7237231,-6645094,-6908266,-7171438,-7237231,-7237231,-7237231,-7237231,-7171438,-7105645,-7171438,-6513508,-6908266,-7368817,-7566196,-7566196,-7566196,-7500403,-7303024,-7039852,-7171438,-6381922,-6776680,-7171438,-7303024,-7303024,-7303024,-7171438,-7039852,-7039852,-7171438,-6645094,-6710887,-6776680,-6776680,-6842473,-6908266,-6974059,-7039852,-7237231,-7237231,-6645094,-6710887,-6710887,-6776680,-6842473,-6908266,-6974059,-7039852,-7171438,-7171438,2
1849,'2018/08/22 10:57:18:199',6,-6842473,-6908266,-7105645,-7237231,-7368817,-7303024,-7105645,-6974059,-7237231,-7303024,-7039852,-7039852,-6974059,-6974059,-6974059,-7039852,-7171438,-7237231,-7171438,-7237231,-6842473,-6974059,-7105645,-7171438,-7171438,-7171438,-7171438,-7237231,-7171438,-7237231,-6710887,-6908266,-7105645,-7171438,-6974059,-6842473,-6842473,-6842473,-7105645,-7171438,-7039852,-7105645,-7039852,-6842473,-6579301,-6513508,-6579301,-6710887,-7039852,-7105645,-7039852,-7171438,-7303024,-7303024,-7303024,-7237231,-7171438,-7237231,-6974059,-7039852,-6776680,-7039852,-7500403,-7829368,-7960954,-7895161,-7631989,-7500403,-7105645,-7171438,-6974059,-7039852,-7237231,-7368817,-7500403,-7434610,-7303024,-7171438,-7368817,-7368817,-6908266,-6974059,-7171438,-7171438,-6974059,-7105645,-7303024,-7237231,-6974059,-7105645,-6908266,-6974059,-7171438,-7171438,-6974059,-7105645,-7303024,-7237231,-7039852,-7171438,2
1850,'2018/08/22 10:57:18:217',6,-7105645,-7105645,-6974059,-6908266,-7105645,-7303024,-7237231,-6974059,-6908266,-6908266,-6842473,-6974059,-7105645,-7105645,-7171438,-7237231,-7171438,-6974059,-7171438,-7171438,-6908266,-7105645,-7237231,-7171438,-7039852,-7039852,-7105645,-7105645,-7105645,-7105645,-7237231,-7303024,-7237231,-6974059,-6710887,-6645094,-6908266,-7105645,-7237231,-7237231,-7237231,-7237231,-7171438,-6908266,-6579301,-6447715,-6710887,-6974059,-7105645,-7105645,-7171438,-7237231,-7303024,-7303024,-7171438,-6908266,-6908266,-6974059,-6842473,-6842473,-7237231,-7237231,-7500403,-7763575,-7763575,-7500403,-7237231,-7105645,-7105645,-7105645,-7303024,-7237231,-7434610,-7763575,-7895161,-7631989,-7303024,-7105645,-6974059,-6974059,-7105645,-7171438,-7303024,-7434610,-7039852,-7368817,-6842473,-7105645,-7039852,-6842473,-7171438,-7237231,-7303024,-7368817,-7039852,-7303024,-6842473,-7105645,-6974059,-6776680,2
1851,'2018/08/22 10:57:18:233',6,-6908266,-6908266,-7039852,-7039852,-6842473,-6645094,-6842473,-7237231,-6776680,-6710887,-7105645,-6908266,-6908266,-7039852,-7105645,-6974059,-6842473,-6908266,-6842473,-6842473,-7303024,-7171438,-7039852,-7039852,-7039852,-6908266,-6842473,-6842473,-6842473,-6776680,-7237231,-7303024,-7171438,-6908266,-6579301,-6447715,-6645094,-6908266,-6776680,-6776680,-7039852,-7171438,-7171438,-6908266,-6579301,-6447715,-6645094,-6842473,-6908266,-6908266,-7105645,-7237231,-7303024,-7303024,-7303024,-7237231,-6974059,-6710887,-6842473,-6842473,-7303024,-7500403,-7697782,-7697782,-7697782,-7566196,-7171438,-6710887,-6776680,-6710887,-7237231,-7631989,-7960954,-7763575,-7368817,-7105645,-6908266,-6710887,-6842473,-6776680,-9079435,-8816263,-8487298,-7500403,-6974059,-6974059,-6776680,-6842473,-6645094,-6710887,-10197916,-9671572,-8882056,-7631989,-6908266,-6908266,-6710887,-6776680,-6645094,-6710887,2
1852,'2018/08/22 10:57:18:262',6,-6579301,-6579301,-6579301,-6645094,-6645094,-6579301,-6579301,-6579301,-6776680,-6776680,-6710887,-6447715,-6381922,-6513508,-6579301,-6513508,-6513508,-6645094,-6513508,-6513508,-6645094,-6513508,-6513508,-6776680,-6776680,-6645094,-6447715,-6447715,-6645094,-6645094,-6645094,-6776680,-6776680,-6645094,-6513508,-6579301,-6579301,-6447715,-6579301,-6579301,-6710887,-7039852,-6908266,-6250336,-6118750,-6579301,-6908266,-6776680,-6710887,-6710887,-6447715,-7105645,-7303024,-6842473,-6776680,-7171438,-7237231,-6842473,-6842473,-6842473,-6645094,-7039852,-7434610,-7566196,-7631989,-7566196,-7237231,-6776680,-6710887,-6710887,-7237231,-7039852,-7039852,-7434610,-7566196,-7368817,-7039852,-6974059,-7237231,-7237231,-7500403,-7039852,-6842473,-6908266,-6908266,-6710887,-6908266,-7237231,-7368817,-7763575,-7500403,-7039852,-6776680,-6908266,-6908266,-6776680,-6908266,-7237231,-8224126,-8553091,2
1853,'2018/08/22 10:57:18:278',6,-6776680,-6645094,-6645094,-6710887,-6842473,-6776680,-6579301,-6381922,-6513508,-6513508,-6974059,-6842473,-6645094,-6513508,-6447715,-6513508,-6579301,-6645094,-6645094,-6645094,-6710887,-6776680,-6776680,-6710887,-6579301,-6513508,-6579301,-6579301,-6513508,-6513508,-6776680,-6908266,-6908266,-6776680,-6579301,-6513508,-6381922,-6316129,-6447715,-6447715,-7171438,-7171438,-6908266,-6513508,-6316129,-6316129,-6381922,-6381922,-6513508,-6513508,-7105645,-7368817,-7500403,-7171438,-6842473,-6710887,-6645094,-6579301,-6447715,-6447715,-7829368,-8553091,-9013642,-8684677,-7895161,-7303024,-6908266,-6645094,-6447715,-6447715,-9539986,-10263709,-10592674,-9737365,-8355712,-7368817,-6908266,-6710887,-6579301,-6579301,-10658467,-10658467,-10000537,-9079435,-8158333,-7171438,-6579301,-6513508,-6579301,-6579301,-11119018,-10921639,-10000537,-8816263,-7829368,-6974059,-6513508,-6579301,-6579301,-6579301,2
1854,'2018/08/22 10:57:18:294',6,-5395027,-5855578,-5592406,-5329234,-5592406,-5395027,-5197648,-5723992,-5526613,-5526613,-5658199,-5855578,-5526613,-5329234,-5658199,-5658199,-5329234,-5395027,-5592406,-5526613,-5921371,-5723992,-5329234,-5066062,-5066062,-5197648,-5263441,-5329234,-5395027,-5395027,-6250336,-5855578,-5723992,-5592406,-5197648,-5000269,-5329234,-5658199,-5329234,-5263441,-6974059,-6381922,-6118750,-6118750,-5592406,-5066062,-5066062,-5263441,-5395027,-5329234,-9211021,-8289919,-7105645,-6250336,-5789785,-5329234,-5131855,-5197648,-5263441,-5197648,-11908534,-11382190,-9408400,-7105645,-6118750,-5855578,-5658199,-5592406,-5131855,-5066062,-12566464,-13092808,-11184811,-7960954,-6316129,-5789785,-5329234,-5131855,-5131855,-5066062,-12763843,-12171706,-10000537,-7895161,-6250336,-5131855,-5000269,-5066062,-4934476,-4934476,-11842741,-11250604,-9276814,-7368817,-5987164,-5066062,-5066062,-5131855,-4868683,-4868683,2
1855,'2018/08/22 10:57:18:310',6,-5592406,-5592406,-5197648,-5395027,-5460820,-5263441,-5395027,-5131855,-5197648,-5197648,-5263441,-5395027,-5263441,-5197648,-5066062,-5066062,-5329234,-5395027,-5000269,-5000269,-5592406,-5526613,-5460820,-4868683,-4539718,-4737097,-4802890,-5000269,-4934476,-4934476,-5460820,-5263441,-5263441,-4605511,-4408132,-4802890,-4802890,-5000269,-4934476,-4934476,-5658199,-5658199,-5658199,-5131855,-4605511,-4473925,-4408132,-4605511,-4802890,-4802890,-6184543,-6381922,-6052957,-5855578,-5066062,-4210753,-4342339,-4473925,-4737097,-4737097,-7171438,-6776680,-5460820,-5855578,-5658199,-4737097,-5263441,-5000269,-4671304,-4671304,-9276814,-7895161,-5131855,-5592406,-5789785,-4802890,-5263441,-4408132,-4473925,-4473925,-11053225,-9671572,-6908266,-4473925,-4934476,-5000269,-4868683,-4605511,-4473925,-4473925,-12369085,-10724260,-7566196,-4671304,-4737097,-4671304,-4539718,-4408132,-4342339,-4342339,2
1856,'2018/08/22 10:57:18:326',6,-4868683,-4934476,-4868683,-4671304,-5000269,-4934476,-4342339,-4802890,-4671304,-4671304,-4868683,-5066062,-4934476,-4342339,-4473925,-4671304,-4276546,-4605511,-4539718,-4539718,-4737097,-5000269,-4868683,-4013374,-3881788,-4210753,-4144960,-4473925,-4473925,-4473925,-4868683,-4934476,-5000269,-4408132,-3947581,-3947581,-3815995,-4144960,-4342339,-4342339,-4868683,-4671304,-5197648,-5263441,-4802890,-4276546,-3684409,-3815995,-4079167,-4079167,-4539718,-4013374,-4737097,-5460820,-5395027,-4802890,-4013374,-3881788,-4013374,-4013374,-5066062,-4013374,-4342339,-4868683,-5000269,-5000269,-4473925,-4210753,-4079167,-4079167,-6447715,-5000269,-4473925,-4276546,-4408132,-4868683,-4671304,-4276546,-4013374,-4013374,-8224126,-6579301,-4210753,-4079167,-4210753,-4144960,-3750202,-3750202,-3947581,-3947581,-10592674,-8224126,-4868683,-4144960,-4079167,-4210753,-4079167,-4210753,-3947581,-3947581,2
1857,'2018/08/22 10:57:18:342',6,-4605511,-4671304,-4671304,-4605511,-4473925,-4408132,-4473925,-4539718,-4144960,-4079167,-4539718,-4539718,-4408132,-4276546,-4342339,-4473925,-4342339,-4013374,-4473925,-4408132,-4210753,-4276546,-4144960,-3815995,-3750202,-3947581,-4144960,-4144960,-4144960,-4079167,-4210753,-4342339,-4342339,-3881788,-3223858,-3026479,-3552823,-4342339,-4210753,-4210753,-4408132,-4473925,-4737097,-4605511,-3684409,-2763307,-2960686,-3881788,-3881788,-3815995,-4210753,-4144960,-4605511,-5131855,-4737097,-3684409,-3223858,-3421237,-4079167,-4013374,-3947581,-3881788,-4144960,-4671304,-4868683,-4539718,-3947581,-3618616,-3815995,-3750202,-4144960,-4079167,-3947581,-3947581,-4210753,-4539718,-4342339,-3947581,-4013374,-3947581,-4802890,-3618616,-4079167,-3881788,-3684409,-3618616,-3947581,-3750202,-3618616,-3618616,-6052957,-4144960,-3815995,-3552823,-3684409,-3750202,-3881788,-3487030,-3618616,-3618616,2
1858,'2018/08/22 10:57:18:357',6,-4210753,-3684409,-3815995,-4144960,-3947581,-4013374,-4144960,-3881788,-4144960,-4144960,-4079167,-3881788,-4013374,-4079167,-3881788,-4079167,-4276546,-3947581,-3947581,-3947581,-4013374,-4013374,-4013374,-3684409,-3355444,-3684409,-4144960,-4079167,-3947581,-3947581,-4013374,-4013374,-3881788,-3355444,-2763307,-2829100,-3421237,-4013374,-4013374,-4013374,-4013374,-4013374,-4013374,-3815995,-3092272,-2368549,-2565928,-3421237,-3881788,-3881788,-3815995,-4013374,-4276546,-4605511,-4079167,-2829100,-2302756,-2960686,-3881788,-3881788,-3815995,-3881788,-3947581,-4408132,-4539718,-3684409,-2960686,-3289651,-3750202,-3750202,-3815995,-3684409,-3355444,-3684409,-4408132,-4210753,-3815995,-4013374,-3552823,-3552823,-3618616,-3815995,-3552823,-3684409,-3421237,-3815995,-3750202,-3881788,-3684409,-3421237,-3487030,-3618616,-3355444,-3487030,-3158065,-3552823,-3421237,-3552823,-3750202,-3421237,2
1859,'2018/08/22 10:57:18:374',6,-3355444,-3684409,-3618616,-3618616,-3947581,-3881788,-3684409,-3881788,-4079167,-4079167,-3552823,-3881788,-3815995,-3618616,-3684409,-3815995,-3881788,-4013374,-3947581,-4013374,-3618616,-3552823,-3487030,-3289651,-3223858,-3487030,-3750202,-3684409,-3881788,-3947581,-3421237,-3158065,-3158065,-2894893,-2105377,-2171170,-3092272,-3750202,-3815995,-3881788,-3289651,-3158065,-3552823,-3223858,-1644826,-921103,-2236963,-3750202,-3750202,-3750202,-3289651,-3158065,-3684409,-4079167,-3158065,-1907998,-1907998,-2500135,-3552823,-3618616,-3158065,-3092272,-3289651,-4013374,-4276546,-3421237,-2500135,-2171170,-3487030,-3552823,-2960686,-3158065,-3026479,-3092272,-3552823,-3552823,-3355444,-3552823,-3487030,-3552823,-2697514,-2960686,-3026479,-3092272,-3355444,-3355444,-3421237,-3750202,-3421237,-3487030,-2829100,-3092272,-3092272,-3092272,-3223858,-3223858,-3223858,-3487030,-3355444,-3421237,2
1860,'2018/08/22 10:57:18:390',6,-3552823,-3881788,-3552823,-3421237,-3815995,-3750202,-3684409,-4408132,-4144960,-4342339,-3289651,-3487030,-3289651,-3421237,-3947581,-4079167,-3881788,-4079167,-4079167,-4210753,-3158065,-3421237,-3092272,-2697514,-2960686,-3684409,-3947581,-3750202,-4013374,-4144960,-3223858,-3618616,-3289651,-1907998,-1315861,-2434342,-3684409,-3947581,-3947581,-4079167,-3223858,-3552823,-3618616,-2565928,-1118482,-1052689,-2565928,-3947581,-3815995,-4013374,-3223858,-3223858,-3750202,-3815995,-2302756,-592138,-1118482,-3026479,-3750202,-3881788,-3092272,-3092272,-3355444,-3947581,-3618616,-2171170,-1644826,-2565928,-3750202,-3947581,-2829100,-3092272,-2829100,-3223858,-4342339,-4342339,-3487030,-3289651,-3881788,-4013374,-3026479,-3092272,-3223858,-3223858,-3223858,-3618616,-3750202,-3487030,-3815995,-3947581,-3026479,-3026479,-3158065,-3158065,-3158065,-3552823,-3684409,-3421237,-3750202,-3881788,2
1861,'2018/08/22 10:57:18:406',6,-3158065,-3487030,-3618616,-3289651,-3684409,-4144960,-4013374,-4276546,-4342339,-4408132,-3487030,-3158065,-3487030,-3487030,-3487030,-3881788,-3947581,-3815995,-4079167,-4144960,-3355444,-3026479,-3487030,-3092272,-2500135,-3289651,-4013374,-4079167,-4144960,-4210753,-2960686,-3289651,-3552823,-2500135,-1447447,-2039584,-3289651,-4342339,-4276546,-4342339,-2960686,-3421237,-3552823,-2829100,-2039584,-1250068,-1579033,-3684409,-4210753,-4276546,-3026479,-3158065,-3355444,-3881788,-3947581,-2039584,-1118482,-3289651,-4079167,-4144960,-3026479,-2960686,-3223858,-3881788,-4473925,-3552823,-2631721,-3684409,-4079167,-4144960,-3026479,-3092272,-3223858,-2960686,-3487030,-4276546,-4144960,-4144960,-4079167,-4144960,-3026479,-3092272,-3289651,-3421237,-3552823,-3684409,-3881788,-4013374,-4144960,-4276546,-3026479,-3092272,-3289651,-3421237,-3552823,-3684409,-3881788,-4013374,-4144960,-4276546,2
1862,'2018/08/22 10:57:18:421',6,-3158065,-3750202,-3815995,-3815995,-4210753,-3684409,-4473925,-4408132,-4671304,-4934476,-3618616,-3421237,-3618616,-3552823,-3947581,-4210753,-4408132,-4473925,-4802890,-5000269,-3618616,-3158065,-3487030,-2894893,-2565928,-3947581,-4276546,-4671304,-4671304,-4868683,-3289651,-3487030,-3684409,-2763307,-1250068,-2565928,-3881788,-4737097,-4934476,-5131855,-3289651,-3750202,-3815995,-3815995,-1710619,-1513240,-3158065,-4473925,-4473925,-4605511,-3552823,-3421237,-3618616,-4868683,-3487030,-1776412,-2697514,-3815995,-4737097,-4868683,-3618616,-3158065,-3618616,-4473925,-4408132,-3223858,-3289651,-3815995,-4605511,-4802890,-3487030,-3289651,-3947581,-3552823,-4408132,-4671304,-4408132,-4408132,-4737097,-4934476,-3487030,-3750202,-3684409,-4079167,-3947581,-4408132,-4342339,-4605511,-4737097,-4934476,-3487030,-3750202,-3684409,-4079167,-3947581,-4342339,-4342339,-4605511,-4802890,-5000269,2
1863,'2018/08/22 10:57:18:438',6,-3750202,-4210753,-4144960,-4013374,-4342339,-4473925,-4671304,-5263441,-5592406,-5789785,-3815995,-3947581,-3947581,-4144960,-4539718,-4737097,-4868683,-5000269,-5723992,-5921371,-3750202,-3881788,-3881788,-3618616,-3618616,-4276546,-5000269,-5131855,-5658199,-5855578,-3618616,-4013374,-4079167,-3026479,-2039584,-2894893,-4605511,-5329234,-5658199,-5855578,-3881788,-3881788,-4210753,-3618616,-2171170,-1973791,-3618616,-5066062,-5723992,-5921371,-4210753,-3684409,-4210753,-4868683,-3881788,-2434342,-3026479,-4605511,-5723992,-5921371,-4210753,-3947581,-4210753,-5000269,-4868683,-3815995,-3750202,-4737097,-5723992,-5921371,-3881788,-4342339,-4342339,-4210753,-4605511,-4868683,-5000269,-5329234,-5921371,-6052957,-4144960,-4144960,-4342339,-4605511,-4868683,-5066062,-5395027,-5658199,-5789785,-6118750,-4276546,-4276546,-4408132,-4605511,-4802890,-5000269,-5329234,-5592406,-5855578,-6250336,2
1864,'2018/08/22 10:57:18:453',6,-4342339,-4144960,-4539718,-4868683,-4802890,-5395027,-6118750,-6184543,-6645094,-6776680,-4342339,-4342339,-4473925,-4473925,-4539718,-5395027,-6052957,-5723992,-6316129,-6447715,-4276546,-4539718,-4473925,-3881788,-3618616,-4605511,-5658199,-5921371,-6250336,-6381922,-4342339,-4605511,-4605511,-3684409,-2697514,-2960686,-4737097,-6447715,-6381922,-6447715,-4539718,-4539718,-4737097,-4342339,-2894893,-1907998,-3421237,-5987164,-6381922,-6513508,-4671304,-4539718,-4802890,-5197648,-4210753,-2565928,-2894893,-4868683,-6381922,-6513508,-4539718,-4605511,-4868683,-5460820,-5329234,-4144960,-3750202,-4671304,-6381922,-6579301,-4276546,-4671304,-4868683,-5197648,-5658199,-5395027,-5000269,-5329234,-6250336,-6513508,-4473925,-4671304,-5000269,-5395027,-5658199,-5855578,-6052957,-6118750,-6513508,-6842473,-4671304,-4802890,-5066062,-5329234,-5592406,-5855578,-6118750,-6316129,-6513508,-6842473,2
1865,'2018/08/22 10:57:18:470',6,-6776680,-7105645,-7105645,-7895161,-8224126,-8092540,-8750470,-8750470,-9276814,-9276814,-6710887,-7303024,-7368817,-7763575,-8026747,-8158333,-8750470,-8618884,-9079435,-9079435,-7039852,-7566196,-7500403,-7434610,-7434610,-7895161,-8882056,-9211021,-9342607,-9276814,-6974059,-7303024,-7171438,-6579301,-6052957,-6513508,-8092540,-9408400,-9013642,-9013642,-7237231,-7368817,-7434610,-6776680,-5723992,-5526613,-6974059,-8882056,-9342607,-9342607,-7500403,-7566196,-8158333,-7829368,-6579301,-5723992,-6250336,-7829368,-9276814,-9342607,-7368817,-7434610,-8289919,-8355712,-7631989,-6842473,-6579301,-7434610,-9737365,-9803158,-7763575,-7697782,-8487298,-8750470,-8684677,-8553091,-7960954,-8289919,-9539986,-9605779,-7763575,-8092540,-8487298,-8487298,-9211021,-9211021,-9474193,-9474193,-9803158,-10000537,-7763575,-8092540,-8487298,-8487298,-9211021,-9211021,-9474193,-9474193,-9539986,-9671572,2
1866,'2018/08/22 10:57:18:486',6,-7829368,-8553091,-8750470,-8750470,-9079435,-9211021,-9342607,-9803158,-9737365,-9803158,-8026747,-8750470,-8947849,-8750470,-9013642,-9539986,-9803158,-9803158,-10000537,-10000537,-8092540,-8684677,-8816263,-8224126,-8158333,-9145228,-10000537,-9934744,-10000537,-10000537,-8158333,-8553091,-8684677,-7763575,-6974059,-7895161,-9474193,-10066330,-10263709,-10263709,-8355712,-8618884,-8947849,-8092540,-6579301,-6710887,-8618884,-10066330,-9868951,-9868951,-8421505,-8750470,-9276814,-8816263,-7237231,-6513508,-7895161,-9671572,-10263709,-10329502,-8487298,-8882056,-9276814,-9276814,-8421505,-7434610,-7960954,-9408400,-10263709,-10329502,-8684677,-9013642,-9211021,-9474193,-9408400,-8618884,-8553091,-9539986,-10329502,-10395295,-8947849,-9145228,-9408400,-9671572,-9539986,-10000537,-9803158,-10263709,-10395295,-10395295,-8882056,-9079435,-9408400,-9737365,-9605779,-10197916,-10000537,-10461088,-10395295,-10395295,2
